Sample Number:,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56
1084.607,37.13982886,20.41288269,24.7211646,28.95870651,30.31768712,24.48418613,28.3150549,28.51885387,26.60059441,31.67267664,28.67384252,24.32281436,28.94821592,26.53238456,25.85586049,23.06454538,27.42922875,29.53206726,25.16270657,24.82474703,18.56182895,27.00065523,23.71215662,28.85080574,27.07638676,28.15012559,19.29962007,20.50402349,24.28938063,24.49630609,23.1926567,21.86383128,27.58367355,28.20715225,19.1778405,22.89718116,25.56212957,28.10751569,25.07241189,22.38033465,23.05125113,27.87777671,24.32940193,26.92868063,24.65880384,20.81365787,24.03905467,19.78141112,19.79855589,20.34197438,21.05561575,17.51293037,23.38448344,23.01348583,22.13723837,24.51184531
1088.467,38.12349278,20.24842669,25.160111,29.42525964,30.05724291,25.13183343,29.32863207,28.78397026,26.79501666,30.6992024,29.4029196,24.18946435,29.59652379,26.75190529,26.16595161,23.29943656,26.63907633,29.12235798,25.5306113,24.66331816,18.73726681,26.22049574,23.74199877,27.94996707,27.04109757,27.56031161,19.3083363,20.53829663,23.70754951,24.80097889,22.81317629,22.0309706,27.82151653,28.06777398,19.04376343,22.57870515,25.62963962,29.26925369,25.02178193,22.32094745,23.1163151,28.06099161,24.5290686,26.6100291,24.3257786,20.16165866,24.3208376,19.1551199,19.66026555,20.07728978,21.56597247,17.48669713,22.66322921,23.00571257,21.93292265,24.80754494
1092.327,38.09054319,20.33281549,25.82305315,29.23358509,30.56245721,25.31950639,28.87219179,28.40186759,27.33240058,31.44597258,30.79193287,24.05543513,30.3691738,26.37206117,26.13182102,22.73318345,26.21834441,29.44323173,25.0366035,24.52749169,18.76461069,25.65668934,24.14317017,28.22841448,27.36078451,27.13054273,18.8513627,20.57356152,23.99094195,24.45751636,22.54930327,22.19037437,27.50126148,27.48030847,18.85628067,22.00835329,26.24167392,28.5518056,24.99266332,21.48461978,22.70280384,28.44502075,24.01181922,25.70554281,24.38494524,19.76468225,24.4783975,19.01073745,19.63986684,19.31332812,21.45958009,17.32661513,22.13798348,22.52585079,21.82233524,24.12561717
1096.187,37.3383494,20.17185642,25.96887132,28.53677685,31.20802965,25.19538994,28.09969379,28.41281809,27.2313549,31.39057814,29.47459666,24.57413049,30.11719794,26.08086544,25.42369318,22.33659462,25.83630862,29.44131587,24.22012301,24.45809177,18.20387867,25.2395911,23.25248032,29.12581779,27.34701852,27.00142167,18.19171768,20.2731445,23.72198929,24.31083492,22.17492774,21.67029392,26.65113744,26.71477482,18.73442252,21.67949177,26.102312,27.77563347,24.45531279,20.93282791,21.5315659,29.35618693,23.61634879,25.05768457,24.04568811,19.51279674,24.02994981,18.75107287,19.50562948,18.73135725,20.54633194,17.12228246,21.67834493,21.88425462,21.91101334,23.22693985
1100.047,37.20202085,19.69373263,25.40247255,28.52817549,30.75166662,24.4526275,28.04797816,28.24706025,26.4060098,30.54648468,28.44664313,24.64345033,29.52032918,25.59994052,24.96859802,22.59936572,24.92337903,27.23487275,23.44747743,23.78612204,17.45367627,24.64075467,22.80308544,28.03146792,26.70869894,26.36925445,18.13374744,19.91361691,23.44410978,23.75359851,21.68487131,20.6191318,26.26257955,25.3976707,18.53100726,21.0223042,25.79085353,26.96331656,23.11167179,21.05003835,21.47662464,28.48679967,23.87423146,24.80828058,22.83103177,19.47054257,23.2722707,18.57349877,18.72305927,18.72296865,19.538392,17.1026601,21.09348112,21.19365974,21.12187852,22.57288977
1103.907,36.30143226,19.2941765,24.55263,27.64847456,30.08049979,23.37400971,27.0038047,27.93316815,25.22998063,29.5956844,28.5796907,23.90815668,28.66591891,24.65008018,24.97127175,22.6616719,24.07158254,26.58764154,23.17110635,23.40208411,17.18154916,24.05016212,22.44887665,26.43810572,26.07047315,25.6937649,18.07184034,18.98171896,23.13033733,22.94198343,20.87723187,19.93908992,26.05220373,24.82288341,18.12213731,20.24253374,25.83237385,25.62966621,22.52077426,20.66170496,21.1531001,27.19792686,23.61223548,24.74841487,22.35706516,19.16957124,22.29081531,18.16488005,17.95585896,18.71442233,19.28631058,16.53184184,20.51165639,20.41950062,20.19571164,22.31596409
1107.767,35.80601478,18.57651417,24.16457532,26.71580777,29.84248535,22.88145433,24.68343459,27.48944926,24.39000002,27.69349189,27.79076077,23.81583142,28.53670299,23.52765217,23.57295683,22.06736582,24.00993218,26.48945411,22.77661938,23.07393704,17.06028221,23.91293383,21.41033986,25.81405425,25.30486222,25.23506264,17.16724038,18.09610658,22.59913169,22.57348638,20.16799022,19.89212867,25.99828174,24.88677982,17.91072475,20.05540182,25.44221148,25.76154749,22.34673078,20.06317436,20.32095346,27.41887745,23.221648,24.45891562,22.09170392,18.41298236,22.0415749,17.82527064,17.27198671,18.46725677,19.05268743,16.15944337,20.75536168,20.4276331,20.11660248,22.31006992
1111.627,35.49294363,18.29897189,23.6945892,27.05064866,29.65438561,22.81801648,24.64511599,27.50177168,24.44332109,26.93210297,27.26310995,23.37423394,28.86093069,23.07017046,22.94685197,21.85376815,24.44158312,26.58551972,21.95638399,22.26399673,17.0810208,23.91637763,21.22636069,25.73173096,24.93490258,24.63963198,16.87015208,18.05917257,22.48444732,22.14610068,20.59181866,19.87244703,25.70517639,24.8668607,18.26018355,20.56449249,25.01142167,26.23765503,21.85301744,19.95383451,20.75452656,27.21929641,23.29501733,24.01959051,22.19133595,18.7921024,22.21567009,18.06186814,17.18988713,18.37336474,18.79148385,16.26920035,20.8161008,20.67500867,20.21643854,22.22123534
1115.487,35.66275852,18.29320856,23.35384572,26.94023577,30.34736058,22.73591508,25.6008768,27.73544995,24.87931685,27.58005344,27.47589838,23.00549631,28.73145532,23.29232722,23.65686726,21.42929516,24.59335412,27.04570222,21.85737739,22.50856805,17.23782761,23.86770921,21.94993594,25.94716967,25.20669182,24.83013878,17.31219354,18.09030047,22.59337042,22.82171762,21.38723413,19.90709933,26.22447049,25.76253715,18.39115649,20.67922155,25.32318625,26.29008911,22.02566348,20.40765647,21.22602979,26.7141394,22.94571022,24.53756984,22.74087334,19.60841653,22.65920428,18.61666395,17.42002024,18.85667062,19.21956312,16.11374925,20.85274191,20.32618169,20.29544223,22.30653089
1119.347,36.2970595,18.5967572,23.40872148,27.12490994,30.73604901,22.7597311,25.22904863,27.5379224,25.29448192,28.79121354,27.74215203,22.67836561,29.9013836,23.46657841,24.26399753,21.51224274,24.59858536,27.35092297,22.42484598,23.24871249,17.58166886,24.22600105,21.90116637,25.99414076,25.25108143,26.08521842,17.57638953,18.38942599,22.93493239,23.19512325,21.87579258,19.84750648,27.04514855,26.64513645,18.66811501,21.27123501,25.68637929,26.57153936,22.76794003,21.06692318,21.29714931,27.25557494,23.24029229,25.81849266,23.58616012,20.1993028,23.51026693,19.11858291,17.49674118,19.47912583,19.2248793,16.25385561,21.69141207,20.77051004,20.81166063,22.36971907
1123.207,37.16573623,18.68190816,23.73698713,27.87089348,30.13943572,22.71365667,25.74585973,27.40447308,25.0433645,28.68928255,27.03333056,23.32095528,29.79120998,24.15590373,23.94497881,22.19176504,24.10659083,27.34934394,22.66483107,23.6064551,17.7742525,24.39845279,21.5584527,25.91669337,25.09106161,26.16297169,17.29061551,18.50881095,23.23920553,23.31924967,21.94007827,20.27534597,27.61427649,26.27811103,18.97253896,21.51776969,25.80794023,26.49944917,23.14578047,21.12464476,21.65718662,28.09060098,24.00498457,26.46488172,24.14476681,20.61331998,23.63363845,19.04976365,17.60171814,19.83954833,19.3208892,16.7828797,22.3885464,21.23590871,20.98227901,22.62143907
1127.067,37.3031025,18.42679153,24.34391968,27.27558285,29.75509351,22.49164562,26.33084648,27.13611962,24.6217531,28.30009838,27.0218571,24.21448234,29.02817523,24.44309899,23.78171002,21.80030014,23.53855269,25.63931308,21.96231109,23.15627077,17.49690459,24.06020339,21.08528989,25.47559418,25.15684309,25.12206481,16.92137172,17.73846328,23.04035533,23.71783568,21.90895232,20.24849984,27.54750804,25.76337366,18.74515457,21.32466031,26.02498564,26.51265808,22.59174763,20.88310203,22.11558257,27.9522787,24.25188983,25.57538797,23.84929128,20.26720236,23.5185955,18.65195975,17.55807792,19.60515166,19.54861363,16.71111383,22.02819297,20.82265483,20.80427334,22.67618481
1130.927,36.6243797,18.10791255,23.83960034,26.65429549,29.56886892,22.25919329,25.59045184,26.34578978,24.14615596,27.1613595,27.45393288,23.84485267,29.59998325,23.13621622,23.18722947,21.26353717,23.50644901,25.16378866,21.36331994,22.41107795,17.02760931,23.21992838,20.50707843,24.99957956,24.49013232,24.5189945,16.32979037,17.36567195,22.24384357,22.97194095,21.73701144,19.77812029,27.01373432,26.05903934,18.41375151,20.9373863,26.21426582,26.50070435,21.87099909,20.71262922,21.47933114,27.13575699,23.65565537,25.07602314,22.96788189,19.77861409,23.27031342,17.99728319,17.10337899,18.85359342,19.3923953,16.38078174,21.58521677,20.38246043,20.68540628,22.53503731
1134.786,35.60523988,17.625184,22.96277601,26.48411649,29.07157644,21.87327228,24.65479331,25.55984097,23.48216684,26.12122487,26.97947074,23.13601055,28.89794183,22.53291519,21.86710622,20.78759258,22.74008431,25.46051782,21.34227553,22.0481973,16.66250982,22.89948766,20.44677227,24.60582949,24.04067398,23.72870017,15.96091514,16.83101385,21.62054643,22.24592725,20.99806667,19.17975648,26.51654234,25.69280449,18.10636311,20.53381316,25.51883376,25.68543341,21.7886759,20.59440807,20.5267392,26.33743897,23.07731766,24.83596617,22.60870319,19.2929663,21.81866067,17.72093334,16.38637628,18.22393198,18.86263544,16.01646462,21.10474262,19.69496316,19.91425189,22.00306052
1138.646,34.492991,17.65401715,23.13912239,25.98779998,28.35857086,21.49909267,24.36113131,25.67169601,23.1638945,25.88617199,26.84303712,22.53423906,27.94193535,22.06494654,21.55640718,20.77459278,21.37289718,25.09683644,20.9434826,21.62133679,16.36838184,22.75361449,20.09246484,24.1429305,23.68009802,23.15992148,15.83435771,15.9655066,21.34642848,22.06483708,20.60401976,18.86680328,25.88882578,24.83979254,17.69601456,20.37891543,25.29159959,25.02074794,21.39535625,20.41908114,20.3291688,26.41007274,22.75946244,24.47330407,22.05146956,18.89201866,21.22752447,17.75718434,15.87106488,18.18060866,18.26701363,15.68749886,20.64026958,19.22207777,19.32427987,21.50954702
1142.506,34.01724021,17.63245865,22.82808303,26.14790613,28.07693499,21.18858822,24.53863521,25.72725258,22.78672748,26.24990242,26.77307669,22.69897658,28.29677927,22.32911294,21.77131778,20.82097209,21.21054433,24.74927791,20.9176869,21.22746917,16.14633184,22.31994357,19.63519878,23.92187774,23.00794876,22.78330109,15.68958115,16.06000222,21.33047258,21.79319552,20.4068942,18.67382845,25.71761721,24.68663843,17.65180024,20.11230202,25.91735324,25.42862631,21.6072195,20.06457605,20.43973571,26.32510378,22.58535942,24.20891003,22.10499863,19.04702346,21.86866221,17.4664527,15.85842116,18.40124442,18.40338841,15.67000279,20.38790541,19.52046058,19.43756655,21.4408215
1146.366,33.45268157,17.64856411,22.57007801,26.42756804,28.81314094,21.35937488,24.50258986,25.60624172,23.29423658,26.96863797,26.0776308,22.6529595,28.43770648,22.65372922,22.25345241,20.85236999,22.13498559,24.461596,20.81425739,21.58290891,16.26329415,22.23687491,20.02760552,24.39635731,23.17702772,22.99964219,15.7903724,16.38843247,21.61068116,21.84052576,20.5088499,18.3190889,26.32591593,24.83698564,17.61152404,20.41941569,25.97904698,25.46995188,21.93502228,19.80614849,20.50645868,26.40097396,22.96290731,24.03195543,22.49133682,19.30916645,22.29474942,17.66057341,16.15493124,18.70763597,18.73539531,15.65635262,20.88757301,19.57584696,19.839209,21.73847325
1150.226,34.18361987,17.8029281,23.01342334,26.26464055,29.13988808,21.85697419,24.78579321,26.07330399,24.0770603,27.15710221,25.86371594,22.32732807,29.00538349,22.36047611,22.51382739,21.33780908,22.59650362,25.26385333,20.77007807,22.04368308,16.59113714,22.24971131,20.13770911,24.72314228,23.85413709,23.54874231,16.05120112,16.13686643,21.78642092,22.34998356,21.45435732,18.67427532,27.14019544,25.37973406,17.67603322,20.45833868,26.40229599,25.79238512,22.01292918,19.94343618,20.80185317,26.29526433,23.30725414,24.503135,22.25328785,19.30427955,22.07046916,18.17114361,16.56406293,19.34199859,18.89423581,15.81754917,21.36785157,19.79552506,20.56815602,22.17972212
1154.086,36.21592365,17.95513422,23.27182619,26.15672723,28.5295426,21.84459662,25.21421019,26.64203758,23.93046668,27.03258724,26.50323801,22.83520618,28.59335165,22.9383861,22.96827642,21.53340751,22.95595585,26.220122,21.56810446,22.02746025,16.70540228,22.59582484,20.16852479,24.92747548,24.5442039,23.748726,16.10532035,16.22708983,21.89580147,22.66038244,22.18122023,19.2349379,27.65254427,26.44463241,18.17801595,20.98366798,26.81701952,26.53424049,21.82413575,20.50159138,20.84883152,26.21082301,23.59497211,24.90697124,23.15830392,19.59095045,21.88747823,18.84574431,16.70362748,19.66244473,19.15375895,16.21390629,21.59550028,20.19935068,20.66320831,23.07027396
1157.946,36.2395838,17.9248912,23.08001252,27.05208483,29.02421501,21.5921352,25.29957163,26.75389262,24.32086884,26.8064112,27.32714479,23.56574225,28.13038434,23.17090121,23.10273842,21.27241122,23.36318245,25.88840313,21.63574228,22.19718917,16.63069336,23.24651167,20.44319407,25.43483993,24.27746668,24.10592221,16.32148807,16.25499463,22.22806542,23.17966822,21.90784476,19.65377673,28.02213582,26.70222715,18.65023413,21.82178148,26.89386118,26.36819127,21.50309252,20.67458802,21.03240507,26.83065038,23.69906421,25.3569634,24.10857712,20.40853551,22.55042432,19.44278476,16.61330301,20.18115632,19.39882969,16.62665086,22.48341742,20.07022889,20.39223899,23.61541609
1161.806,36.58756548,17.64484656,22.64510984,28.05829089,29.93013919,21.1669887,25.61195343,26.70704837,24.11126057,26.73343355,27.5297447,23.79131423,28.11405874,22.9192053,22.93530523,21.19840944,23.14229118,25.9924068,21.27217876,22.4557757,16.97281052,23.46130562,20.03976539,24.83088718,23.62971276,24.66960107,16.35955623,15.98543382,22.40118855,23.46020683,21.87607846,19.45273272,28.56649146,26.99363774,18.79604486,21.80257315,27.59706364,26.70125847,21.34002127,20.59603067,21.45885084,27.38576784,23.39591305,26.130825,23.82634972,20.76655515,22.97028616,19.21570145,16.86806217,20.43781236,19.36579877,16.80355532,22.87870704,20.20273197,20.65015321,22.95000797
1165.666,36.04434105,17.46859845,22.57803757,27.51172785,29.53135069,20.73910061,25.39901712,26.76933191,23.62471153,26.25298528,27.10409702,23.79460071,28.08044093,22.90182471,23.0971507,21.14552812,22.42294694,25.79350249,21.15647054,22.14370017,17.15299617,22.76749819,19.45534962,23.79572753,23.33379832,23.90642509,16.13261032,15.65224364,22.15324466,23.35387449,22.14215679,18.99347249,28.67599327,26.64067345,18.5278131,21.49672645,28.19689898,26.96115158,21.08925176,20.67597017,21.25330267,27.4142667,23.69336744,26.6302669,23.24891694,20.72961653,22.71107132,18.99629128,16.76840497,19.92217036,19.15734316,16.59833813,22.66509032,20.27059717,20.61460314,22.345393
1169.526,35.02545171,17.44198096,22.25880847,26.81000678,28.28039033,20.52458476,24.73568738,26.70622771,23.93628638,25.98314956,26.51748708,23.50081065,28.80486709,22.93408798,22.467493,20.8389249,21.70606754,25.09390579,21.03435306,21.37408346,16.66124007,22.00958658,19.09773132,23.38974811,22.78395591,22.80327038,15.90876991,15.15387526,22.12588646,22.98730774,21.51157293,18.56568049,27.61195199,26.04097939,18.05676208,20.88242071,27.56375249,26.25392187,20.99072935,20.18903346,21.04476183,26.93699809,23.84554142,25.76694232,22.84268326,20.36894495,22.52593506,18.89817915,16.19243881,19.60655919,19.07038358,16.1414589,22.45342811,19.85092569,20.09180792,22.04219341
1173.386,34.77056477,16.88771517,21.79516499,26.45729217,28.26584643,20.63371333,24.69647295,25.63265223,23.51605,25.73643768,26.11371721,22.86208652,28.68547503,22.31822358,21.99950968,20.51390882,21.4917771,24.82112813,20.57607126,21.18100644,16.36927094,21.66839107,18.98747191,23.60420857,22.6508415,22.20744805,15.48218201,14.8735818,21.99585263,22.65144218,20.9841193,18.15156481,27.5830986,26.49858981,17.84677121,20.52883829,26.61686182,25.82937231,20.62129392,19.70333423,20.70423696,26.71451059,23.42906256,25.2402101,23.16573561,19.79806829,22.29780193,18.31012485,15.69286833,19.40314985,19.00688455,16.04635328,22.18490372,19.51893815,19.57682188,22.07325119
1177.246,33.88634362,16.45239927,21.63247006,26.74510811,29.04832983,20.48434443,24.32192867,24.53014623,22.92845781,24.92943329,25.72835479,22.61649514,28.03012614,22.01088788,21.76576829,20.24394984,21.52791415,24.55769808,19.88576432,21.47129341,16.19711894,21.60028642,18.80900085,23.45501469,22.26958467,21.98387915,15.32012027,14.90480139,21.92331129,22.38954037,21.0865863,18.00315982,28.1760253,26.29034441,17.83114601,20.44129349,26.40880108,26.0106494,20.45026743,19.52388629,20.16430991,26.7817943,23.29131646,25.19448922,23.15880322,19.65050225,21.63394866,17.95906733,15.22499118,19.13331593,18.8158752,15.95495515,21.62637708,19.27740856,19.11510682,21.64551402
1181.106,34.51077547,16.47387991,21.36888113,26.89934399,28.39157847,20.0552673,23.4034054,24.68277342,23.02639069,24.55857344,25.30111189,22.63190407,28.11149976,22.10019349,21.66496729,20.24963303,21.37890746,24.47973555,19.35429084,21.24552047,15.97209283,21.78935095,18.40753782,22.7134231,22.14241901,21.86220797,15.20597023,14.47466949,21.6181337,22.06867608,20.88881548,17.77505417,28.17819459,25.61766111,17.56498886,20.33665644,27.11084537,26.12161658,20.30435602,19.28287334,20.40976308,26.34036248,22.9560432,24.79166972,22.37315816,19.7991791,21.58601272,17.73357498,15.02891574,18.84853002,18.49169265,15.72399312,21.39593452,18.92470137,19.1094862,20.90572759
1184.966,34.78630242,16.33433895,21.37228547,25.43118762,27.33834015,19.85122556,23.23921939,25.22791081,22.9131221,24.53735094,24.88271185,22.49404062,29.00050973,21.58472647,21.68612782,20.04798209,21.09878041,24.06885486,19.01437805,20.88810657,15.82948835,21.34026314,18.06774046,22.11920172,22.04450562,21.34876024,15.07329601,14.06564747,21.24781764,21.64810046,20.46020723,17.59460137,28.16530227,24.77070782,17.36928738,20.17591567,27.79377236,25.40417972,19.90226488,19.12353783,20.26579486,26.22547124,22.55938334,24.43348972,22.4083623,19.76336796,21.57650467,17.57077514,15.07328996,18.85116016,18.52677728,15.36431548,21.46955102,18.89581361,19.01794923,20.79227307
1188.826,34.57303902,15.91541285,21.09232276,24.54508668,27.18686474,19.89423778,22.83472039,25.1596961,22.50548915,23.99306942,24.40425322,22.03115922,28.3463106,21.32311275,21.18636912,19.64307422,20.69937764,23.7673693,19.07570111,20.58426759,15.4402422,20.68238679,17.77730881,22.00790398,21.38205334,21.12688322,14.75400774,13.88610659,20.97509819,21.49281728,20.15828195,17.42107928,27.04857709,24.26662025,17.25019502,19.99468729,27.29957453,24.67399728,19.5369644,18.99038876,19.26179159,25.87854584,22.46524125,23.80620488,22.35617835,19.52574286,21.01639601,17.51904602,14.88633232,18.47083649,18.04299834,15.13667207,21.10080292,18.75550592,18.64119571,20.63947576
1192.686,34.79388855,15.64676626,20.72764662,24.72830506,26.89693715,19.53549794,22.02655254,24.37237951,21.76618384,23.11804789,23.95647817,21.78069445,27.20135657,20.88496899,20.55321136,19.26868212,20.06255639,23.40224619,18.83015576,19.84694151,14.9811926,20.2860339,17.59484784,21.7465848,21.20236755,20.41842848,14.26866921,13.52867345,20.42726485,21.03635819,19.47220262,17.09768009,25.7420791,23.82487212,16.91900511,19.48388045,26.23771985,23.94448876,18.96768927,18.34113721,18.69332008,24.96594399,22.31933482,23.21972627,21.2563565,18.99703364,20.38381251,16.84245631,14.46318838,17.73737161,17.29515783,14.97600807,20.24487341,18.28371104,18.18459888,20.20818277
1196.546,33.54543995,15.49505801,20.28427571,24.356877,26.38277869,18.78898917,21.26501834,23.83721445,21.23142309,22.51208071,23.75641104,21.4634639,27.24754036,20.06914327,20.31153977,18.64855583,19.55288703,22.83108096,18.20028602,19.30377571,14.76100105,19.68905853,17.46471749,21.02704332,20.60879214,19.84085934,13.93655823,13.27485765,19.8074731,20.03841483,18.67510621,16.52360298,25.12248241,22.79286366,16.33395045,18.47404136,25.75365974,22.99316664,18.66994907,17.74046399,17.97430241,25.16194196,21.82293185,22.76796167,20.19011793,18.22378093,19.73988253,16.13922264,14.05729851,16.8740401,16.86724255,14.49419075,19.02328742,17.6277273,17.50752254,19.4905226
1200.406,33.16820871,15.09016446,19.82259299,23.70156875,26.25214559,18.49721389,20.93379044,22.98831479,21.00801903,22.27161269,23.70766066,20.70011304,26.67516763,19.68581064,19.77988921,18.41360978,19.39175089,21.96906072,18.00761201,19.03602066,14.60614877,19.30839144,17.04433132,20.81832717,20.04454215,19.85592868,13.74357889,13.12918761,19.31419149,19.36042823,17.95786662,15.96732141,24.59443,21.80690926,15.9079322,17.6569599,25.41927276,22.7928512,18.40007812,17.51532908,17.25918318,24.30324254,21.56025093,21.6316965,19.74882917,17.48531529,19.20006875,15.5689159,13.71770671,16.30891059,16.45165569,14.05335557,18.08048597,17.22954381,17.38238121,18.75384279
1204.266,33.29828228,14.9983146,19.75784238,23.79340161,25.91818559,18.236096,20.94973014,22.56461517,20.8514071,22.12218383,23.7565021,20.34409255,25.81945497,19.61892192,19.63526375,18.7572582,19.04869603,21.61195077,18.00780424,18.9767007,14.41619699,19.42147068,16.89101916,20.84585341,19.99126599,19.69937433,13.5948892,13.11148755,19.31202448,19.20073345,17.6765749,15.89827006,24.29295081,21.539772,15.43430474,17.17385149,24.77923853,22.75409496,18.0559262,17.16039977,17.14728394,23.33510931,21.48977601,21.14874862,19.63681906,17.17630642,18.76548296,15.1654514,13.48278719,15.88570088,16.05728828,13.81102258,18.11254512,16.98869846,17.13178767,18.60124279
1208.126,32.67707096,14.91271414,19.79260186,23.83613765,25.85891573,18.03349069,20.8098595,22.78215783,20.49717132,22.2913127,23.88451781,20.4482116,25.94992239,19.56909946,19.90079508,18.91479846,18.81702605,21.70666905,18.03569525,18.94219312,14.13929689,19.44673542,17.02770835,20.84457377,20.34627777,19.50907548,13.63537881,13.29617894,19.50492781,19.1492545,17.87799673,15.97023152,23.78684179,21.38017965,15.27989349,16.97852184,24.35232115,22.42812923,18.40848498,16.93808778,17.06768721,23.77769458,21.28864005,21.47586716,19.70746766,16.94357155,18.63909805,15.11056079,13.4905033,15.63116374,16.0036423,13.70237488,18.07908321,16.72678706,16.84544701,18.6290995
1211.986,32.37783376,14.9712358,19.95876933,23.51720065,25.94923586,18.22177206,20.77380573,22.66018125,20.83015021,22.80061013,23.36364247,20.61058599,26.26577617,19.49260725,19.57401725,18.67596725,18.77311334,21.90470232,18.21904289,18.83203816,14.08489647,19.58172053,17.12791936,20.84844333,20.51892485,19.7047346,13.64010443,13.53512594,19.53665925,18.96934195,17.92048249,15.93366268,23.6701619,21.03099175,15.71714561,16.9117279,24.3526987,22.43763718,18.48604761,17.0519631,16.93582602,23.96799585,21.24558104,21.48008327,19.48896206,16.70882355,19.14123315,15.15240243,13.7414427,15.8126694,16.19970077,13.89798885,17.84110281,16.88854995,17.15493352,18.69043841
1215.846,31.95426985,15.1344011,19.81655157,23.53789571,26.13125809,18.68396794,20.65835318,22.70559555,21.4810691,22.53226138,23.04616298,20.60648258,26.36746902,19.47282161,19.5812012,18.48338029,18.71527019,22.23975303,18.14596815,19.0043445,14.380951,19.58396607,17.28161464,20.78831829,20.21346352,19.69702025,13.57349335,13.399525,19.56356262,18.9653643,17.82073864,15.7743271,23.77158265,21.04810397,15.67162134,17.19222302,24.66034085,22.61264397,18.27485254,17.14196858,16.79748948,24.00414247,21.37686442,21.33808555,19.28544094,16.82234474,19.16139564,15.3603125,13.83361188,15.89974025,16.26408375,13.97928611,17.87462311,17.19975656,17.33210374,18.72361205
1219.706,32.0272184,14.91722333,19.51947909,23.34515775,26.32435649,18.56392349,20.23251256,22.63948224,21.00811289,21.81640506,23.02232233,20.35394889,26.06398282,19.17688724,19.77215195,18.19260053,18.73337012,21.99070804,17.84939047,19.01126806,14.52001586,19.22178463,17.246942,20.6674884,20.00758145,19.54151776,13.52530244,13.39696418,19.23292721,19.20613542,17.53633334,15.5712862,23.5716653,20.72195156,15.25578053,17.52743504,24.19416846,22.40219159,18.11579408,17.19684769,16.36432944,23.82823789,20.96208318,21.2801315,19.33830304,16.98891798,18.68947269,15.17095229,13.81813049,15.85472333,16.02975157,13.63188966,17.74664342,17.15359317,17.08730291,18.4369363
1223.566,31.73812945,14.78885509,19.56109271,22.8921031,25.63303575,17.8436189,19.95481215,22.89902391,20.59514226,21.84059677,22.61266397,20.14554176,25.76906895,19.00039292,19.50630574,18.21577225,18.88366264,21.60505753,17.47655503,18.78089685,14.36068915,19.06474507,17.09033898,20.59204858,19.75915012,19.44897781,13.33238312,13.5651478,18.84566454,19.12102561,17.35741224,15.58300459,23.47881592,20.66372698,15.1014355,17.10511286,23.42739982,22.05320013,17.94709234,17.0948154,16.31027775,23.16133677,20.28452527,21.19387039,19.33159048,16.95559199,18.54921835,14.91508435,13.75972116,15.80237727,15.95242016,13.41682602,17.67164897,16.83681998,17.09349392,18.25980872
1227.426,30.97250963,14.92851521,19.57752617,22.95435701,24.96904583,17.72802512,20.02118773,22.95058491,20.65516841,21.97779837,22.75837889,20.15396456,25.43935699,19.19008401,19.38520512,18.30782603,19.01982786,21.35570359,17.6432283,18.88023597,14.23430311,19.08446435,17.2739436,20.88158362,20.10255142,19.67365712,13.3639087,13.44750228,19.01141356,18.85013672,17.55150426,15.69611681,23.93735563,21.02450757,15.41141896,16.90249509,23.17861469,22.23046176,18.20553204,17.21597874,16.55027743,23.08011346,20.31243463,21.16715431,19.66337493,17.14909823,18.89071698,15.02540725,13.63208863,16.03005936,16.24977972,13.44096988,18.11956184,16.90261821,17.36522236,18.59963491
1231.286,31.27157506,15.12958751,19.86501365,23.61457024,25.25750927,18.10023311,20.57210097,22.96081421,21.03084373,22.45742028,22.99932146,20.17934876,25.31198273,19.60061979,19.91357767,18.56184759,19.20584696,21.69372142,18.25279692,18.91380597,14.17310707,19.52035723,17.70828089,21.3790992,20.57916655,20.24813526,13.71477142,13.58023471,19.34365136,19.30803814,18.03543809,16.14158625,24.74580098,21.56549594,16.10973745,17.47172786,23.60980246,22.52954073,18.47350766,17.72029682,16.93674934,23.50366983,20.68466505,21.55564999,20.17524523,17.6624012,19.48879316,15.41239696,14.00704603,16.68538804,16.62440042,13.7689529,18.718843,17.26368881,17.60656061,19.21349627
1235.146,32.5101617,15.6160643,20.38895767,24.00960102,26.46795631,18.78773702,21.80554029,23.24705652,21.31546123,23.43095608,23.61949177,20.66449377,25.90841905,20.13224822,20.38263486,19.4292634,19.7075438,22.42244653,18.72557128,19.35857958,14.48173405,20.02515202,18.25436861,21.70207592,20.79937553,20.5300817,14.16794009,14.08335213,19.78874373,20.20959959,19.01772686,16.98787616,25.17615396,22.60807442,16.72817817,18.46160361,24.13511247,22.87683334,19.02723324,18.26963133,18.06722105,24.19877225,21.4605741,22.76773048,20.814792,18.13280287,20.06176628,16.34941825,14.73877326,17.4825745,17.23602388,14.43295086,19.42432821,18.05945138,18.28916736,19.74332361
